TITLE,PLAYER/CHARACTER,SERIAL NUMBER,SET,GRADE,GRADER,VARIANT,AUTOGRAPH,YEAR,LANGUAGE,PRICE,CATEGORY,OTHER META,MP4 URL,IMAGE URL,URL TO PRODUCT
2024 POKEMON JAPANESE SV8-SUPER ELECTRIC BREAKER MAGNETON (PSA GEM MT 10),MAGNETON,111226331,POKEMON JAPANESE SV8-SUPER ELECTRIC BREAKER,GEM MT 10,PSA,ART RARE,No,2024,Japanese,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111226331.mp4,https://cdn.dripshop.live/dripnfts/slabs/111226331.jpg,https://www.dripshop.live/products/kVWslPwZzPlq5L8pnTASc
1999 POKEMON GAME CLEFAIRY-HOLO (PSA EX-MT 6),CLEFAIRY-HOLO,105494184,POKEMON GAME,EX-MT 6,PSA,N/A,No,1999,English,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/105494184.mp4,https://cdn.dripshop.live/dripnfts/slabs/105494184.jpg,https://www.dripshop.live/products/H-6z2FxcOu2K44TPHm0t7
2024 POKEMON SFA EN-SHROUDED FABLE DUSKNOIR (PSA MINT 9),DUSKNOIR,106276815,POKEMON SFA EN-SHROUDED FABLE,MINT 9,PSA,ILLUSTRATION RARE,No,2024,English,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/106276815.mp4,https://cdn.dripshop.live/dripnfts/slabs/106276815.jpg,https://www.dripshop.live/products/2yfPZB6O56bgjf4qu24FX
2016 POKEMON XY STEAM SIEGE FA/PROF. SYCAMORE (PSA MINT 9),FA/PROF. SYCAMORE,96995908,POKEMON XY STEAM SIEGE,MINT 9,PSA,STEAM SIEGE,No,2016,English,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/96995908.mp4,https://cdn.dripshop.live/dripnfts/slabs/96995908.jpg,https://www.dripshop.live/products/62cHY-VQdpXV251UQe1ec
2024 Pokemon Scarlet & Violet Sinistcha ex (CGC GEM MINT 10),Sinistcha ex,6007057055,Pokemon Scarlet & Violet,GEM MINT 10,CGC,Holo,No,2024,English,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6007057055.mp4,https://cdn.dripshop.live/dripnfts/slabs/6007057055.jpg,https://www.dripshop.live/products/RcZBtAJWDSK77SJY0fsFS
1999 Pokemon Original Series Charmander (CGC 8.5),Charmander,6038950015,Pokemon Original Series,8.5,CGC,N/A,No,1999,English,$33.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6038950015.mp4,https://cdn.dripshop.live/dripnfts/slabs/6038950015.jpg,https://www.dripshop.live/products/eTDMTEtUOr7buNo-sVS4s
2023 POKEMON PAL EN-PALDEA EVOLVED MEOWSCARADA ex (PSA GEM MT 10),MEOWSCARADA ex,82972021,POKEMON PAL EN-PALDEA EVOLVED,GEM MT 10,PSA,ULTRA RARE,No,2023,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/82972021.mp4,https://cdn.dripshop.live/dripnfts/slabs/82972021.jpg,https://www.dripshop.live/products/1KxEj_dpx0q2HTGI-I2hv
2024 POKEMON TWM EN-TWILIGHT MASQUERADE IRON THORNS ex (PSA GEM MT 10),IRON THORNS ex,94057383,POKEMON TWM EN-TWILIGHT MASQUERADE,GEM MT 10,PSA,ULTRA RARE,No,2024,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/94057383.mp4,https://cdn.dripshop.live/dripnfts/slabs/94057383.jpg,https://www.dripshop.live/products/zu6B7rwWGxaJo-j_oqXpQ
2024 POKEMON JAPANESE SV7a-PARADISE DRAGONA CASTFORM SUNNY FORM (PSA GEM MT 10),CASTFORM SUNNY FORM,98843122,POKEMON JAPANESE SV7a-PARADISE DRAGONA,GEM MT 10,PSA,ART RARE,No,2024,Japanese,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/98843122.mp4,https://cdn.dripshop.live/dripnfts/slabs/98843122.jpg,https://www.dripshop.live/products/0ra1eosKHRvFtcsqVI_Do
2009 POKEMON PLATINUM PALKIA G LV.X-HOLO (PSA EX 5),PALKIA G LV.X-HOLO,94164129,POKEMON PLATINUM,EX 5,PSA,N/A,No,2009,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/94164129.mp4,https://cdn.dripshop.live/dripnfts/slabs/94164129.jpg,https://www.dripshop.live/products/QD4BpP4o_34wBYd4a5b2z
2000 POKEMON GAME BASE II CLEFAIRY-HOLO (PSA EX-MT 6),CLEFAIRY-HOLO,116556479,POKEMON GAME BASE II,EX-MT 6,PSA,BASE II,No,2000,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116556479.mp4,https://cdn.dripshop.live/dripnfts/slabs/116556479.jpg,https://www.dripshop.live/products/PVWIQmtzmI8gfVOvF6t4S
1999 POKEMON GAME MAGNETON-HOLO (PSA NM 7),MAGNETON-HOLO,105494189,POKEMON GAME,NM 7,PSA,N/A,No,1999,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/105494189.mp4,https://cdn.dripshop.live/dripnfts/slabs/105494189.jpg,https://www.dripshop.live/products/wCZzs3u9xCZQbpcegK9k3
2018 POKEMON SM BLACK STAR PROMO SUICUNE-HOLO (PSA NM-MT 8),SUICUNE-HOLO,79434509,POKEMON SM BLACK STAR PROMO,NM-MT 8,PSA,PROMO-LST.THND.PREREL.,No,2018,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/79434509.mp4,https://cdn.dripshop.live/dripnfts/slabs/79434509.jpg,https://www.dripshop.live/products/X-9djpKThFkuBMu8Rd53h
2022 POKEMON SWORD & SHIELD ASTRAL RADIANCE FA/IRIDA (PSA NM-MT 8),FA/IRIDA,104241796,POKEMON SWORD & SHIELD ASTRAL RADIANCE,NM-MT 8,PSA,ASTRAL RADIANCE,No,2022,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/104241796.mp4,https://cdn.dripshop.live/dripnfts/slabs/104241796.jpg,https://www.dripshop.live/products/xSVpNNKZP2Y9Tdgn6TWfx
1999 POKEMON FOSSIL PSYDUCK (PSA MINT 9),PSYDUCK,116711435,POKEMON FOSSIL,MINT 9,PSA,1ST EDITION,No,1999,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116711435.mp4,https://cdn.dripshop.live/dripnfts/slabs/116711435.jpg,https://www.dripshop.live/products/8ZpDkQhqp0HeoRqnXUr_W
2019 POKEMON SUN & MOON COSMIC ECLIPSE FA/MAGNEMITE (PSA MINT 9),FA/MAGNEMITE,115494305,POKEMON SUN & MOON COSMIC ECLIPSE,MINT 9,PSA,COSMIC ECLIPSE-SECRET,No,2019,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/115494305.mp4,https://cdn.dripshop.live/dripnfts/slabs/115494305.jpg,https://www.dripshop.live/products/bVvI2dkrNRlzM9KVlSCmG
2023 POKEMON JAPANESE SV2a-POKEMON 151 MEWTWO (PSA MINT 9),MEWTWO,103347636,POKEMON JAPANESE SV2a-POKEMON 151,MINT 9,PSA,ART RARE,No,2023,Japanese,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/103347636.mp4,https://cdn.dripshop.live/dripnfts/slabs/103347636.jpg,https://www.dripshop.live/products/a0ZHa-Ug3fZvMLT3XVhQC
2025 POKEMON JAPANESE SV0D-EX STARTER SET STEVEN'S BELDUM & METAGROSS EX STEVEN'S BELDUM (PSA GEM MT 10),STEVEN'S BELDUM,109254014,POKEMON JAPANESE SV0D-EX STARTER SET STEVEN'S BELDUM & METAGROSS EX,GEM MT 10,PSA,N/A,No,2025,Japanese,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109254014.mp4,https://cdn.dripshop.live/dripnfts/slabs/109254014.jpg,https://www.dripshop.live/products/t0r8Hla-wlZYC1Mp18ujj
2023 Pokemon Scarlet & Violet Nidoking (CGC GEM MINT 10),Nidoking,1401015214222,Pokemon Scarlet & Violet,GEM MINT 10,CGC,Art Rare,No,2023,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/1401015214222.mp4,https://cdn.dripshop.live/dripnfts/slabs/1401015214222.jpg,https://www.dripshop.live/products/dRxu4O_iJ9bllEYAadRM3
1999 Pokemon Original Series Pikachu (CGC 9),Pikachu,6038950038,Pokemon Original Series,9,CGC,N/A,No,1999,English,$32.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6038950038.mp4,https://cdn.dripshop.live/dripnfts/slabs/6038950038.jpg,https://www.dripshop.live/products/vSpS9OdHBFESrdpjJqA6v
2021 POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX FA/PROFESSOR BURNET (PSA MINT 9),FA/PROFESSOR BURNET,76747692,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,MINT 9,PSA,VMAX CLIMAX,No,2021,Japanese,$31.05,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/76747692.mp4,https://cdn.dripshop.live/dripnfts/slabs/76747692.jpg,https://www.dripshop.live/products/yoUtlzrI1zkos2fvwfPmZ
2025 POKEMON JAPANESE SV9-BATTLE PARTNERS WAILORD (PSA GEM MT 10),WAILORD,107750936,POKEMON JAPANESE SV9-BATTLE PARTNERS,GEM MT 10,PSA,ART RARE,No,2025,Japanese,$31.05,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/107750936.mp4,https://cdn.dripshop.live/dripnfts/slabs/107750936.jpg,https://www.dripshop.live/products/LQaV_rsFyVUyzqRJI6RYV
2025 POKEMON JAPANESE SV9-BATTLE PARTNERS WAILORD (PSA GEM MT 10),WAILORD,107750935,POKEMON JAPANESE SV9-BATTLE PARTNERS,GEM MT 10,PSA,ART RARE,No,2025,Japanese,$31.05,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/107750935.mp4,https://cdn.dripshop.live/dripnfts/slabs/107750935.jpg,https://www.dripshop.live/products/UskPbFfNSkrnBc_ccQ3Cv
2023 POKEMON SVI EN-SCARLET & VIOLET KIRLIA (PSA MINT 9),KIRLIA,110444412,POKEMON SVI EN-SCARLET & VIOLET,MINT 9,PSA,ILLUSTRATION RARE,No,2023,English,$31.05,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/110444412.mp4,https://cdn.dripshop.live/dripnfts/slabs/110444412.jpg,https://www.dripshop.live/products/uOA-T7Na7TYSsXpyWrPQs
2020 Pokemon Cosmos Holo Rayquaza (CGC GEM MINT 10),Rayquaza,6019629121,Pokemon Cosmos Holo,GEM MINT 10,CGC,Cosmos Holo,No,2020,English,$30.19,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6019629121.mp4,https://cdn.dripshop.live/dripnfts/slabs/6019629121.jpg,https://www.dripshop.live/products/FkhS91ADAWH8ivISSMimq
2023 POKEMON JAPANESE SV2a-POKEMON 151 ONIX (PSA MINT 9),ONIX,85125573,POKEMON JAPANESE SV2a-POKEMON 151,MINT 9,PSA,MASTER BALL REVERSE HOLO,No,2023,Japanese,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85125573.mp4,https://cdn.dripshop.live/dripnfts/slabs/85125573.jpg,https://www.dripshop.live/products/PiZolpjXuOqkyQvtq6iwv
2023 POKEMON MEW EN-151 ERIKA'S INVITATION (PSA MINT 9),ERIKA'S INVITATION,110907722,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/110907722.mp4,https://cdn.dripshop.live/dripnfts/slabs/110907722.jpg,https://www.dripshop.live/products/2sryKkUVuAs1ukPAPfzmz
2000 POKEMON GYM HEROES THE ROCKET'S TRAP (PSA NM 7),THE ROCKET'S TRAP,116711454,POKEMON GYM HEROES,NM 7,PSA,HOLO,No,2000,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116711454.mp4,https://cdn.dripshop.live/dripnfts/slabs/116711454.jpg,https://www.dripshop.live/products/e81UydBctpQXcjmyt5CTv
2000 POKEMON ROCKET DARK DRAGONITE (PSA NM 7),DARK DRAGONITE,105494181,POKEMON ROCKET,NM 7,PSA,N/A,No,2000,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/105494181.mp4,https://cdn.dripshop.live/dripnfts/slabs/105494181.jpg,https://www.dripshop.live/products/-fkprZF7AwChNOx6iiEj3
2000 POKEMON ROCKET DARK DRAGONITE (PSA NM 7),DARK DRAGONITE,105494182,POKEMON ROCKET,NM 7,PSA,N/A,No,2000,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/105494182.mp4,https://cdn.dripshop.live/dripnfts/slabs/105494182.jpg,https://www.dripshop.live/products/gUfgSPWynAY6V2znyAlml
2022 POKEMON SWORD & SHIELD SILVER TEMPEST HO-OH V (PSA MINT 9),HO-OH V,111226315,POKEMON SWORD & SHIELD SILVER TEMPEST,MINT 9,PSA,SILVER TEMPEST,No,2022,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111226315.mp4,https://cdn.dripshop.live/dripnfts/slabs/111226315.jpg,https://www.dripshop.live/products/yArtI9GNYzZU3gyR905qe
2022 POKEMON SWORD & SHIELD LOST ORIGIN FA/PIKACHU (PSA MINT 9),FA/PIKACHU,114332499,POKEMON SWORD & SHIELD LOST ORIGIN,MINT 9,PSA,LOST ORIGIN,No,2022,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114332499.mp4,https://cdn.dripshop.live/dripnfts/slabs/114332499.jpg,https://www.dripshop.live/products/ZjJPa6V8oeYrrJyAzvL9y
2021 Pokemon Sword & Shield Gengar (CGC GEM MINT 10),Gengar,6015384020,Pokemon Sword & Shield,GEM MINT 10,CGC,Holo,No,2021,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6015384020.mp4,https://cdn.dripshop.live/dripnfts/slabs/6015384020.jpg,https://www.dripshop.live/products/U4y3nOxBX8isCGNNV3Soe
2024 Pokemon Scarlet & Violet Ceruledge (CGC GEM MINT 10),Ceruledge,6021597142,Pokemon Scarlet & Violet,GEM MINT 10,CGC,Pokémon Day Promo,No,2024,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6021597142.mp4,https://cdn.dripshop.live/dripnfts/slabs/6021597142.jpg,https://www.dripshop.live/products/nz3JkfLqAVlDxNSyU3JYS
2023 Pokemon Promotional Snorlax (CGC 8.5),Snorlax,6013546237,Pokemon Promotional,8.5,CGC,151 Elite Trainer Box,No,2023,English,$29.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6013546237.mp4,https://cdn.dripshop.live/dripnfts/slabs/6013546237.jpg,https://www.dripshop.live/products/varR4wvL1qqVZArmuhYm4
2024 POKEMON JAPANESE SV7a-PARADISE DRAGONA DRAYTON (PSA GEM MT 10),DRAYTON,100407081,POKEMON JAPANESE SV7a-PARADISE DRAGONA,GEM MT 10,PSA,SPECIAL ART RARE,No,2024,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/100407081.mp4,https://cdn.dripshop.live/dripnfts/slabs/100407081.jpg,https://www.dripshop.live/products/N4gF4C97mzWWuMoiPwJTk
2004 POKEMON EX TEAM MAGMA VS TEAM AQUA MAGMA'S AGGRON (PSA NM 7),MAGMA'S AGGRON,116556474,POKEMON EX TEAM MAGMA VS TEAM AQUA,NM 7,PSA,MAGMA VS AQUA-REV.FOIL,No,2004,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116556474.mp4,https://cdn.dripshop.live/dripnfts/slabs/116556474.jpg,https://www.dripshop.live/products/ZFA0rP-acIz_7S8__WJ5D
2012 POKEMON BLACK & WHITE DRAGONS EXALTED RAYQUAZA EX (PSA NM-MT 8),RAYQUAZA EX,114537242,POKEMON BLACK & WHITE DRAGONS EXALTED,NM-MT 8,PSA,DRAGONS EXALTED,No,2012,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114537242.mp4,https://cdn.dripshop.live/dripnfts/slabs/114537242.jpg,https://www.dripshop.live/products/GHvwuqX8htSARjj1lASBj
2023 POKEMON OBF EN-OBSIDIAN FLAMES PIDGEY (PSA MINT 9),PIDGEY,97390300,POKEMON OBF EN-OBSIDIAN FLAMES,MINT 9,PSA,ILLUSTRATION RARE,No,2023,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/97390300.mp4,https://cdn.dripshop.live/dripnfts/slabs/97390300.jpg,https://www.dripshop.live/products/4CFdwiQg74WdDVtTlAxU-
2023 POKEMON MEW EN-151 ERIKA'S INVITATION (PSA MINT 9),ERIKA'S INVITATION,84439373,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/84439373.mp4,https://cdn.dripshop.live/dripnfts/slabs/84439373.jpg,https://www.dripshop.live/products/0AV8sQcEMoRg5ToRhYxv2
2024 POKEMON SVP EN-SV BLACK STAR PROMO CHARIZARD ex (PSA MINT 9),CHARIZARD ex,114537245,POKEMON SVP EN-SV BLACK STAR PROMO,MINT 9,PSA,CHARIZARD ex SUPER-PREM COLL,No,2024,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114537245.mp4,https://cdn.dripshop.live/dripnfts/slabs/114537245.jpg,https://www.dripshop.live/products/iy6L5WhgdZgyYWztZMPAs
2024 POKEMON PAF EN-PALDEAN FATES ABRA (PSA MINT 9),ABRA,104233898,POKEMON PAF EN-PALDEAN FATES,MINT 9,PSA,SHINY RARE,No,2024,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/104233898.mp4,https://cdn.dripshop.live/dripnfts/slabs/104233898.jpg,https://www.dripshop.live/products/9lAD7Hhz8Xtpdbx5QaZh4
2023 POKEMON MEW EN-151 MEW ex (PSA MINT 9),MEW ex,114537244,POKEMON MEW EN-151,MINT 9,PSA,HYPER RARE,No,2023,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114537244.mp4,https://cdn.dripshop.live/dripnfts/slabs/114537244.jpg,https://www.dripshop.live/products/G7LKYT4eIhJO6cfAi2YHe
2021 POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX FA/PROFESSOR BURNET (PSA GEM MT 10),FA/PROFESSOR BURNET,109257169,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,GEM MT 10,PSA,VMAX CLIMAX,No,2021,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109257169.mp4,https://cdn.dripshop.live/dripnfts/slabs/109257169.jpg,https://www.dripshop.live/products/po0C-wkt7X8CQRtMjPWRO
2021 POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX ADVENTURER'S DSCVRY. (PSA MINT 9),ADVENTURER'S DSCVRY.,76747693,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,MINT 9,PSA,VMAX CLIMAX-FA,No,2021,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/76747693.mp4,https://cdn.dripshop.live/dripnfts/slabs/76747693.jpg,https://www.dripshop.live/products/1akn7hpYlb3bqPx4J90IX
2021 POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX FA/ZEKROM (PSA MINT 9),FA/ZEKROM,103148722,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,MINT 9,PSA,VMAX CLIMAX,No,2021,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/103148722.mp4,https://cdn.dripshop.live/dripnfts/slabs/103148722.jpg,https://www.dripshop.live/products/8uBx4CO3vjmDlFmgRIMlK
2022 POKEMON JAPANESE S PROMO MARNIE (PSA MINT 9),MARNIE,84580076,POKEMON JAPANESE S PROMO,MINT 9,PSA,EXTRA BATTLE DAY,No,2022,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/84580076.mp4,https://cdn.dripshop.live/dripnfts/slabs/84580076.jpg,https://www.dripshop.live/products/WVjN5zEwIN3-hEbDMi1VZ
2024 POKEMON JAPANESE SV8-SUPER ELECTRIC BREAKER CERULEDGE (PSA MINT 9),CERULEDGE,101062621,POKEMON JAPANESE SV8-SUPER ELECTRIC BREAKER,MINT 9,PSA,ART RARE,No,2024,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101062621.mp4,https://cdn.dripshop.live/dripnfts/slabs/101062621.jpg,https://www.dripshop.live/products/a0v0M7uxLz4norNz6JMTW
2023 POKEMON JAPANESE SV1V-VIOLET ex DROWZEE (PSA GEM MT 10),DROWZEE,109160234,POKEMON JAPANESE SV1V-VIOLET ex,GEM MT 10,PSA,ART RARE,No,2023,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109160234.mp4,https://cdn.dripshop.live/dripnfts/slabs/109160234.jpg,https://www.dripshop.live/products/oj92jeUIzKBlw2t3P7VMj
2025 POKEMON JAPANESE SV9-BATTLE PARTNERS HOP'S ZACIAN ex (PSA GEM MT 10),HOP'S ZACIAN ex,107751004,POKEMON JAPANESE SV9-BATTLE PARTNERS,GEM MT 10,PSA,SUPER RARE,No,2025,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/107751004.mp4,https://cdn.dripshop.live/dripnfts/slabs/107751004.jpg,https://www.dripshop.live/products/5rFY9Tnxd05WT6A112o3C
2025 POKEMON JAPANESE SV9-BATTLE PARTNERS WAILORD (PSA GEM MT 10),WAILORD,107750938,POKEMON JAPANESE SV9-BATTLE PARTNERS,GEM MT 10,PSA,ART RARE,No,2025,Japanese,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/107750938.mp4,https://cdn.dripshop.live/dripnfts/slabs/107750938.jpg,https://www.dripshop.live/products/RlP2EY1AiJliO0xucUgdq
2022 Pokemon Sword & Shield Zapdos (CGC GEM MINT 10),Zapdos,6025994173,Pokemon Sword & Shield,GEM MINT 10,CGC,Holo,No,2022,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6025994173.mp4,https://cdn.dripshop.live/dripnfts/slabs/6025994173.jpg,https://www.dripshop.live/products/UKUGiauqOjdEz3cKIqH7Q
2022 Pokemon Sword & Shield Charizard VSTAR (CGC PRISTINE 10),Charizard VSTAR,1401009866273,Pokemon Sword & Shield,PRISTINE 10,CGC,Holo,No,2022,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/1401009866273.mp4,https://cdn.dripshop.live/dripnfts/slabs/1401009866273.jpg,https://www.dripshop.live/products/j3-OJKIIeWjPXDE9WeFjS
1999 Pokemon Original Series Ivysaur (CGC 8.5),Ivysaur,6038950022,Pokemon Original Series,8.5,CGC,N/A,No,1999,English,$28.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6038950022.mp4,https://cdn.dripshop.live/dripnfts/slabs/6038950022.jpg,https://www.dripshop.live/products/b60YobAh-koR8KnTcFCLw
2022 Pokemon Sword & Shield Shadow Rider Calyrex VMAX (CGC GEM MINT 10),Shadow Rider Calyrex VMAX,6015139288,Pokemon Sword & Shield,GEM MINT 10,CGC,Trainer Gallery,No,2022,English,$27.77,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6015139288.mp4,https://cdn.dripshop.live/dripnfts/slabs/6015139288.jpg,https://www.dripshop.live/products/AIwtR4cVDKLzTmDovztPW
2019 Pokemon Old Maid Pikachu (CGC GEM MINT 10),Pikachu,4198953021,Pokemon Old Maid,GEM MINT 10,CGC,N/A,No,2019,English,$27.77,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/4198953021.mp4,https://cdn.dripshop.live/dripnfts/slabs/4198953021.jpg,https://www.dripshop.live/products/CEIAl6nyw_q8_G9_Lo37x
2024 POKEMON PAF EN-PALDEAN FATES BISHARP (PSA MINT 9),BISHARP,101442731,POKEMON PAF EN-PALDEAN FATES,MINT 9,PSA,SHINY RARE,No,2024,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101442731.mp4,https://cdn.dripshop.live/dripnfts/slabs/101442731.jpg,https://www.dripshop.live/products/eqiiuraihqsfzf99Zg5sO
2024 POKEMON JAPANESE SVM-START DECK GENERATIONS TYRANITAR ex (PSA GEM MT 10),TYRANITAR ex,104241750,POKEMON JAPANESE SVM-START DECK GENERATIONS,GEM MT 10,PSA,N/A,No,2024,Japanese,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/104241750.mp4,https://cdn.dripshop.live/dripnfts/slabs/104241750.jpg,https://www.dripshop.live/products/KAtDTuUR-UA4X-Jno19fL
1999 POKEMON JUNGLE CLEFABLE-HOLO (PSA VG 3),CLEFABLE-HOLO,116556481,POKEMON JUNGLE,VG 3,PSA,N/A,No,1999,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116556481.mp4,https://cdn.dripshop.live/dripnfts/slabs/116556481.jpg,https://www.dripshop.live/products/PjSgWDSIZxgVrQVCwIanN
2023 POKEMON SWORD AND SHIELD CROWN ZENITH FA/PIKACHU (PSA NM-MT 8),FA/PIKACHU,116711483,POKEMON SWORD AND SHIELD CROWN ZENITH,NM-MT 8,PSA,CROWN ZENITH,No,2023,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116711483.mp4,https://cdn.dripshop.live/dripnfts/slabs/116711483.jpg,https://www.dripshop.live/products/3h4o-CpWaYLWEJC2gA_r-
2023 POKEMON OBF EN-OBSIDIAN FLAMES CHARIZARD ex (PSA MINT 9),CHARIZARD ex,110991186,POKEMON OBF EN-OBSIDIAN FLAMES,MINT 9,PSA,ULTRA RARE,No,2023,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/110991186.mp4,https://cdn.dripshop.live/dripnfts/slabs/110991186.jpg,https://www.dripshop.live/products/o9303ujpFqrg-QKx7_Kon
2019 Pokemon Hidden Fates Tin Raichu GX (CGC GEM MINT 10),Raichu GX,6009800007,Pokemon Hidden Fates Tin,GEM MINT 10,CGC,Hidden Fates Tin,No,2019,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6009800007.mp4,https://cdn.dripshop.live/dripnfts/slabs/6009800007.jpg,https://www.dripshop.live/products/Qh2J2I-K7335be8nx19KW
2023 Pokemon Scarlet & Violet Ninetales ex (CGC GEM MINT 10),Ninetales ex,6029004054,Pokemon Scarlet & Violet,GEM MINT 10,CGC,Super Rare,No,2023,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6029004054.mp4,https://cdn.dripshop.live/dripnfts/slabs/6029004054.jpg,https://www.dripshop.live/products/G-o4Y57-EjNIfCz8Y2kBw
2021 Pokemon Sword & Shield Ditto V (CGC 9),Ditto V,6009800067,Pokemon Sword & Shield,9,CGC,Shiny Vault,No,2021,English,$27.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/6009800067.mp4,https://cdn.dripshop.live/dripnfts/slabs/6009800067.jpg,https://www.dripshop.live/products/T1o_ioR6bD6NmjSej24wn
2024 POKEMON PAF EN-PALDEAN FATES DRIFLOON (PSA MINT 9),DRIFLOON,101442730,POKEMON PAF EN-PALDEAN FATES,MINT 9,PSA,SHINY RARE,No,2024,English,$26.45,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101442730.mp4,https://cdn.dripshop.live/dripnfts/slabs/101442730.jpg,https://www.dripshop.live/products/Xl6VQCckVTxk3t8jCo46E
